Loc,MinT,MaxT,Rain,WDir,WSpeed,WDir9,WDir3,WSpeed9,WSpeed3,Hum9,Hum3,Press9,Press3,Temp9,Temp3,Rtod,RTom
8,18.4,26.6,44.4,4,56,12,0,7,17,95,65,1011.6,1010.5,20.1,26.1,1,1
8,16.0,25.0,0.0,12,33,15,9,11,17,77,65,1017.7,1015.5,21.2,24.0,0,1
8,19.7,26.4,0.0,8,50,12,8,28,31,66,72,1016.3,1015.8,23.0,25.5,0,1
8,18.1,20.4,11.0,11,56,15,11,19,33,86,95,1018.3,1018.6,20.0,17.8,1,1
8,13.0,18.4,51.8,10,54,12,12,30,20,94,91,1014.1,1013.0,14.6,16.1,1,1
8,16.6,21.1,75.0,8,44,12,13,20,11,89,95,1024.8,1022.0,18.3,17.8,1,1
8,19.1,24.0,22.0,15,39,15,12,30,20,90,80,1016.1,1014.7,19.2,22.7,1,1
8,15.5,22.6,39.0,15,33,15,8,13,9,93,66,1026.7,1023.4,18.2,22.0,1,1
8,18.2,31.1,1.4,8,63,9,8,11,44,51,63,1006.7,1008.1,25.4,21.2,1,1
8,9.5,18.3,1.8,7,20,7,12,11,7,83,87,1021.0,1016.9,15.9,16.8,1,1
8,21.3,31.1,0.0,11,48,10,4,9,24,60,68,1013.5,1011.1,28.0,29.8,0,1
8,16.1,18.8,2.8,12,22,15,12,13,13,89,89,1019.3,1016.2,17.1,17.3,1,1
8,21.1,30.4,0.6,5,48,6,5,20,31,68,80,1012.0,1007.7,26.5,26.6,0,1
8,17.8,24.3,0.8,3,57,3,4,13,15,72,87,1013.0,1010.9,19.5,19.8,0,1
8,12.9,16.9,1.4,15,41,15,12,19,11,80,90,1033.5,1030.2,14.8,15.3,1,1
8,15.1,20.3,20.2,15,33,12,13,19,11,91,84,1027.7,1023.9,16.4,18.2,1,1
8,17.8,24.8,3.2,9,30,15,10,13,9,89,69,1022.9,1020.8,20.1,23.6,1,1
8,17.0,25.9,0.4,11,33,12,10,13,13,78,63,1017.0,1015.1,20.6,25.0,0,1
8,10.9,14.8,5.2,15,31,12,12,15,19,78,79,1029.9,1026.2,12.5,13.3,1,1
8,16.1,20.2,3.6,0,31,15,4,7,17,95,83,1025.6,1020.9,18.1,19.7,1,1
8,8.6,18.4,0.0,11,76,15,12,30,31,34,30,1014.3,1011.0,11.8,17.1,0,1
8,20.0,24.0,61.2,1,54,2,0,26,17,96,92,1010.3,1010.6,22.1,22.5,1,1
8,15.5,23.6,73.8,0,61,15,2,13,35,97,85,1023.9,1019.0,16.4,19.8,1,1
8,19.9,25.3,7.4,3,35,12,8,13,9,92,90,1020.7,1017.3,20.7,22.8,1,1
8,22.1,25.7,0.0,8,56,12,8,31,28,73,70,1013.8,1014.5,23.9,24.8,0,1
8,19.0,23.6,0.1,8,57,8,8,30,28,71,77,1015.0,1017.1,23.1,21.2,0,1
8,7.4,23.6,0.0,7,33,15,8,6,13,45,60,1013.3,1009.4,18.8,20.8,0,1
8,12.5,25.2,0.2,8,30,2,8,6,13,73,62,1013.1,1014.0,21.2,23.5,0,1
8,17.2,23.4,16.2,3,59,3,5,28,33,92,82,1019.8,1013.0,19.2,21.1,1,1
8,20.8,27.7,3.0,8,30,12,10,13,15,92,72,1018.9,1017.8,23.2,26.5,1,1
8,12.6,17.3,29.4,0,48,12,9,19,20,93,86,1023.3,1018.5,13.6,16.2,1,1
8,14.0,19.7,12.4,11,35,12,15,17,17,80,93,1028.4,1025.5,17.8,16.7,1,1
8,15.8,22.5,0.0,5,50,6,5,19,19,66,88,1025.2,1021.5,21.0,19.0,0,1
8,8.0,20.8,0.0,15,50,5,11,7,17,77,87,1007.4,1003.6,13.9,14.6,0,1
8,15.3,26.4,0.8,8,54,12,8,17,6,56,79,1019.4,1019.7,23.4,21.9,0,1
8,17.3,28.1,0.0,4,35,7,0,13,19,55,60,1014.5,1014.6,25.3,26.7,0,1
8,19.1,24.5,9.0,4,37,9,1,7,15,88,73,1014.6,1012.7,20.7,23.0,1,1
8,21.3,27.2,0.2,4,35,7,5,9,24,86,72,1014.5,1012.8,22.8,26.2,0,1
8,15.3,18.7,90.0,0,50,9,2,13,20,97,85,1026.3,1024.3,16.5,18.2,1,1
8,17.0,22.5,13.0,11,37,12,8,20,26,96,78,1019.6,1016.6,18.1,21.6,1,1
8,5.8,19.4,6.6,12,43,14,11,6,19,78,66,1015.7,1015.0,14.1,17.4,1,1
8,17.3,25.0,6.2,10,57,12,10,30,35,71,88,1018.2,1016.2,21.0,22.4,1,1
8,22.5,30.4,0.0,11,63,5,6,20,22,76,56,1010.0,1007.6,26.7,29.9,0,1
8,19.7,23.3,153.2,12,54,12,15,30,31,91,83,1009.5,1007.3,20.3,22.4,1,1
8,17.5,23.6,0.0,8,35,11,10,20,24,57,63,1013.9,1013.9,20.6,21.6,0,1
8,21.2,26.5,5.2,9,31,14,9,7,15,92,66,1013.7,1013.8,22.5,24.7,1,1
8,14.9,23.6,18.2,9,46,12,8,15,28,87,59,1023.9,1020.9,16.8,22.1,1,1
8,18.4,24.2,4.0,1,28,3,1,9,15,89,77,1023.9,1020.8,20.9,23.5,1,1
8,12.6,16.6,19.8,15,35,15,12,13,4,94,94,1012.4,1006.6,13.4,15.4,1,1
8,11.3,18.4,63.2,12,52,12,12,30,28,93,58,1014.8,1011.9,14.5,18.3,1,1
8,17.2,22.8,0.0,8,33,11,10,20,15,74,66,1018.8,1017.5,20.8,22.0,0,1
8,21.2,32.4,4.6,11,98,3,4,24,30,79,67,1007.6,1005.0,24.3,30.5,1,1
8,22.0,32.5,0.0,4,35,9,4,7,22,63,68,1008.5,1005.8,28.6,31.2,0,1
8,4.5,20.1,0.0,12,69,15,13,7,13,64,88,1014.5,1013.4,13.2,16.1,0,1
8,17.9,23.6,38.0,9,31,12,15,13,7,82,88,1022.7,1021.5,20.2,20.0,1,1
8,12.4,16.0,12.2,10,39,12,9,24,13,72,85,1025.2,1023.5,15.2,15.6,1,1
8,13.1,22.1,8.4,5,44,4,5,17,31,64,61,1019.8,1015.3,18.7,20.7,1,1
8,8.8,20.7,0.0,14,28,11,1,7,11,72,59,1014.2,1011.1,14.2,19.0,0,1
8,18.0,24.4,59.0,1,44,0,5,19,24,92,95,1018.6,1016.0,21.8,21.8,1,1
8,19.5,24.4,40.4,12,31,12,10,20,13,97,89,1016.7,1013.2,19.9,23.3,1,1
8,20.6,23.2,48.0,8,44,15,11,24,19,96,92,1018.3,1019.1,20.6,20.4,1,1
8,3.2,17.4,3.4,1,30,3,0,7,15,56,37,1010.1,1006.3,13.2,16.9,1,1
8,14.3,16.8,26.8,11,43,12,12,20,17,93,93,1023.5,1021.2,14.6,15.0,1,1
8,22.1,23.6,0.0,11,61,12,12,31,24,77,92,1020.1,1019.7,22.9,22.0,0,1
8,11.1,22.7,0.0,12,43,9,5,6,9,54,79,1018.6,1016.0,19.8,20.3,0,1
8,12.4,19.9,0.0,13,15,12,13,7,7,94,84,1024.9,1022.3,15.0,18.3,0,1
8,18.4,28.3,0.0,3,50,3,5,28,30,59,69,1014.2,1009.6,24.2,24.7,0,1
8,16.0,34.5,0.0,12,44,6,4,19,30,30,52,1011.2,1005.6,28.7,26.2,0,1
8,21.0,24.0,0.0,4,37,6,3,9,17,86,67,1013.4,1013.9,22.5,23.6,0,1
8,20.9,28.3,4.2,4,35,2,4,9,22,75,71,1014.0,1012.1,25.2,25.7,1,1
8,14.9,24.9,1.0,0,37,15,2,6,13,91,61,1023.3,1021.5,17.0,24.2,0,1
8,12.0,16.3,19.6,11,39,15,12,20,22,93,93,1027.9,1025.3,13.1,14.5,1,1
8,19.6,23.7,19.6,4,50,1,1,19,11,96,94,1016.1,1014.0,20.4,21.5,1,1
8,19.7,25.9,0.6,8,37,12,9,22,19,66,63,1016.5,1015.6,22.4,25.1,0,1
8,17.7,22.2,0.0,10,22,12,14,13,9,81,86,1019.1,1019.8,20.8,21.6,0,1
8,14.6,20.7,0.2,8,39,12,8,24,13,65,66,1020.7,1019.0,17.1,18.8,0,1
8,16.8,21.2,2.6,10,37,15,12,24,11,68,94,1028.3,1027.4,18.7,17.7,1,1
8,21.1,25.3,112.0,1,37,0,2,22,13,90,79,1014.5,1013.5,22.1,25.0,1,1
8,18.6,22.5,30.0,0,59,6,0,9,24,90,83,1017.8,1012.6,18.6,20.8,1,1
8,13.0,18.1,11.0,15,35,12,10,19,20,89,61,1033.7,1031.4,15.1,18.1,1,1
8,14.5,18.0,0.4,8,46,15,12,22,24,81,94,1023.0,1022.8,16.7,16.0,0,1
8,13.2,23.4,0.0,5,41,4,5,7,20,86,70,1016.9,1012.3,18.4,21.6,0,1
8,15.9,22.6,0.1,11,37,12,11,24,26,68,63,1025.1,1023.1,20.0,21.1,0,1
8,19.8,22.0,0.0,12,30,12,15,17,13,69,87,1012.9,1012.5,21.3,21.0,0,1
8,16.6,26.8,0.0,8,52,12,10,13,24,72,92,1020.2,1019.7,22.3,20.7,0,1
8,19.6,26.6,0.0,8,43,8,2,33,19,60,69,1012.6,1012.8,25.7,25.6,0,1
8,14.8,20.1,1.6,14,17,14,4,7,7,97,89,1013.8,1008.3,16.2,19.7,1,1
8,22.1,29.9,0.8,7,41,3,4,9,22,77,74,1010.6,1007.8,25.1,27.7,0,1
8,12.0,20.8,23.8,11,50,12,11,17,26,89,71,1022.4,1022.1,15.4,17.7,1,1
8,19.0,23.4,63.6,8,57,8,8,39,33,98,95,1011.3,1011.2,20.6,21.0,1,1
8,17.8,21.7,61.2,8,52,8,11,28,30,88,86,1019.1,1017.8,19.5,20.0,1,1
8,20.5,27.2,1.6,12,35,15,8,20,28,84,72,1016.7,1015.2,22.0,25.2,1,1
8,20.0,26.0,43.8,8,46,15,1,13,4,83,87,1009.5,1006.9,23.7,24.0,1,1
8,19.3,22.4,9.2,12,26,3,2,28,4,75,87,1014.7,1014.2,20.8,21.6,1,1
8,11.8,18.1,109.4,8,91,12,11,30,35,85,60,1018.5,1019.2,12.4,17.2,1,1
8,11.7,20.7,4.0,8,56,7,15,7,11,77,77,1021.0,1017.7,17.3,19.4,1,1
8,18.8,26.3,1.4,8,44,15,8,24,28,77,68,1023.3,1023.6,21.0,24.2,1,1
8,20.4,26.4,0.0,8,61,5,4,2,22,96,77,1012.6,1008.5,22.6,24.8,0,1
8,11.8,21.6,0.8,8,39,12,8,20,24,58,62,1030.3,1028.1,18.0,19.8,0,1
8,14.9,22.6,22.2,8,41,15,12,19,15,74,85,1026.1,1024.3,20.6,18.1,1,1
8,12.0,17.4,0.2,1,30,4,4,13,20,83,96,1022.6,1018.2,17.1,15.6,0,1
8,19.4,25.4,2.0,15,24,7,10,11,19,93,78,1021.3,1019.6,20.9,24.2,1,1
8,16.7,23.8,0.4,11,50,11,8,28,30,54,77,1013.8,1013.9,20.9,20.3,0,1
8,13.2,23.4,0.6,10,30,12,9,15,15,71,62,1024.4,1022.9,20.5,22.9,0,1
8,19.2,29.8,0.0,3,52,2,4,9,24,61,57,1008.0,1004.9,27.7,28.4,0,1
8,20.6,28.0,0.0,11,50,9,8,13,24,67,79,1018.9,1017.1,25.4,23.0,0,1
8,19.4,26.4,0.0,15,50,8,8,15,19,81,73,1011.4,1011.5,23.5,24.8,0,1
8,18.5,24.8,0.0,8,44,12,11,22,28,70,67,1021.6,1021.7,21.1,22.7,0,1
8,9.4,19.8,2.6,12,31,12,9,19,15,77,77,1024.6,1021.8,17.5,17.2,1,1
8,12.0,19.5,52.4,9,54,12,10,20,26,92,64,1029.6,1028.6,13.0,17.7,1,1
8,12.9,22.4,0.0,11,37,12,2,22,7,70,75,1020.4,1016.2,20.4,21.0,0,1
8,14.8,22.7,0.0,12,39,12,0,26,13,68,70,1017.8,1014.9,21.2,21.7,0,1
8,15.7,23.9,7.2,11,22,15,10,15,13,85,70,1027.0,1023.8,19.3,23.0,1,1
8,15.1,22.8,0.0,8,48,11,10,31,30,50,46,1023.8,1022.8,19.0,21.6,0,1
8,17.5,25.0,9.4,11,44,12,10,15,30,70,73,1016.9,1015.5,23.3,24.1,1,1
8,13.5,20.1,7.4,8,17,12,9,11,9,94,76,1025.0,1021.2,15.8,19.1,1,1
8,21.1,27.1,9.8,1,31,4,5,11,19,74,63,1015.2,1013.6,24.8,26.4,1,1
8,18.8,26.4,0.6,2,28,12,2,15,17,80,56,1019.3,1018.8,21.7,26.0,0,1
8,12.2,16.8,86.4,2,48,2,12,31,22,78,90,1028.0,1025.3,15.6,14.4,1,1
8,8.5,17.1,0.8,15,39,15,15,11,19,91,86,1031.4,1029.6,14.0,15.5,0,1
8,16.1,18.8,0.6,7,43,8,7,13,19,91,80,1013.5,1006.9,16.8,17.9,0,1
8,22.0,29.8,0.0,4,63,6,5,17,39,73,68,1012.5,1009.1,24.9,27.7,0,1
8,13.8,24.0,0.2,8,56,12,11,22,26,50,58,1016.9,1015.0,21.1,22.0,0,1
8,13.7,22.2,0.5,12,31,12,9,20,15,69,58,1025.6,1023.2,19.1,20.8,0,1
8,15.7,20.2,76.0,2,87,2,0,46,44,90,78,1014.4,1011.0,17.6,19.8,1,1
8,24.3,33.7,0.0,11,67,3,4,24,43,66,66,1015.6,1012.4,29.4,29.3,0,1
8,20.8,27.4,0.2,11,56,5,4,20,28,78,63,1014.9,1013.6,23.5,26.6,0,1
8,19.7,24.4,6.8,2,28,10,10,9,13,92,81,1017.9,1016.1,20.8,23.7,1,1
8,12.8,19.0,1.6,8,46,12,9,26,15,63,67,1026.1,1024.7,15.9,16.2,1,1
8,12.5,21.6,0.0,8,39,12,8,22,22,47,52,1025.1,1022.4,19.0,20.7,0,1
8,17.1,20.5,19.6,0,69,2,2,39,41,82,69,1017.3,1016.8,18.8,20.3,1,1
8,7.5,21.3,0.0,12,39,12,8,17,26,65,62,1028.2,1027.7,18.2,20.4,0,1
8,16.7,24.0,9.4,2,31,7,9,9,17,86,56,1023.0,1022.2,18.7,23.4,1,1
8,24.2,27.4,0.0,4,43,4,5,22,24,73,83,1013.8,1012.4,26.2,25.6,0,1
8,15.3,24.5,0.6,1,28,6,0,11,7,69,75,1019.8,1016.7,20.7,21.4,0,1
8,18.2,27.9,0.0,4,35,14,4,13,26,61,62,1016.3,1014.5,25.1,26.8,0,1
8,13.5,19.3,2.2,15,35,12,9,11,13,90,65,1024.2,1021.7,14.6,18.6,1,1
8,13.1,22.8,0.6,0,37,15,15,19,13,80,89,1014.0,1012.4,16.6,17.9,0,1
8,17.8,19.7,2.6,7,65,5,3,2,19,84,85,1006.8,1005.1,19.3,17.5,1,1
8,20.2,25.4,5.8,4,39,12,4,9,13,93,76,1021.6,1020.2,21.1,25.1,1,1
8,19.8,24.0,13.4,12,41,11,11,22,17,70,69,1019.9,1020.1,21.6,22.9,1,1
8,9.7,17.9,0.9,12,48,12,15,26,24,69,92,1025.2,1025.9,15.9,15.3,0,1
8,18.5,25.8,11.6,2,48,2,9,24,28,58,63,1020.4,1019.6,24.2,23.9,1,1
8,20.8,30.5,0.0,4,43,15,5,4,30,60,68,1005.9,1002.8,27.5,26.2,0,1
8,19.0,27.0,0.5,4,33,14,4,7,20,73,76,1014.2,1011.3,24.7,26.4,0,1
8,20.4,23.8,58.6,11,31,12,8,15,24,96,84,1010.2,1007.5,20.9,23.2,1,1
8,17.0,24.8,24.0,10,43,15,10,17,26,96,58,1031.0,1028.5,17.5,24.4,1,1
8,18.9,22.9,11.4,9,69,12,9,26,24,89,89,1017.7,1015.2,19.7,21.3,1,1
8,20.0,26.0,106.2,9,70,9,10,41,37,85,92,1013.9,1012.2,24.7,24.0,1,1
9,18.8,23.6,0.4,10,52,10,10,33,33,70,67,1019.8,1017.3,20.3,21.5,0,0
9,14.3,26.0,0.0,10,39,10,9,15,26,50,47,1018.7,1015.5,21.5,24.9,0,0
9,24.1,32.1,0.4,1,37,10,1,15,15,78,66,1011.3,1008.2,27.7,30.8,0,0
9,17.5,29.3,0.0,0,35,10,2,19,22,58,44,1018.8,1015.2,26.2,28.1,0,0
9,19.9,32.0,0.0,5,28,6,5,9,17,66,53,1011.6,1008.9,28.6,30.8,0,0
9,25.4,31.6,3.0,5,33,10,4,4,19,82,79,1009.2,1006.3,28.5,29.9,1,0
9,20.4,29.1,11.0,2,56,10,2,19,20,75,51,1018.3,1015.8,24.8,27.0,1,0
9,20.9,28.5,0.0,9,43,10,9,20,26,74,69,1020.3,1017.0,24.5,25.7,0,0
9,22.8,30.0,0.0,10,39,10,10,20,20,72,65,1013.9,1011.1,26.1,28.6,0,0
9,20.3,30.0,0.0,5,30,8,1,13,19,71,63,1014.8,1010.3,26.2,29.2,0,0
9,24.7,30.2,0.2,9,28,9,4,13,11,78,70,1011.0,1007.7,28.3,29.6,0,0
9,17.8,29.1,0.0,5,30,0,3,13,15,58,69,1013.2,1010.4,27.2,28.1,0,0
9,19.1,29.9,0.0,1,30,12,1,6,20,64,59,1015.0,1011.4,26.6,28.8,0,0
9,23.9,34.4,0.0,3,24,13,3,9,15,69,68,1008.1,1002.7,28.4,32.6,0,0
9,20.1,29.8,0.0,0,31,10,0,15,24,64,55,1012.1,1009.9,26.4,28.5,0,0
9,19.1,25.8,0.0,10,48,10,9,31,35,60,47,1017.9,1016.2,21.7,24.7,0,0
9,21.9,29.5,15.4,9,44,10,9,20,30,71,62,1015.8,1012.0,26.8,28.2,1,0
9,21.4,24.3,0.8,10,43,8,10,22,30,93,79,1020.3,1018.2,22.3,22.7,0,0
9,21.7,29.0,0.0,9,43,8,9,17,33,60,59,1016.7,1013.9,25.4,26.0,0,0
9,23.7,31.0,0.0,9,35,8,9,13,17,72,56,1014.9,1011.8,27.8,29.8,0,0
9,12.6,25.6,0.0,9,44,10,2,15,26,46,47,1020.9,1017.3,21.5,24.7,0,0
9,23.0,30.6,0.2,9,37,10,0,20,19,70,58,1013.8,1010.0,27.3,29.4,0,0
9,19.9,30.8,0.0,1,37,10,0,20,24,59,56,1016.2,1013.2,26.8,28.4,0,0
9,25.0,33.7,0.2,3,28,10,3,6,19,72,73,1011.1,1008.3,30.4,31.4,0,0
9,22.6,28.7,0.0,9,37,10,2,19,22,45,48,1015.9,1012.4,25.8,27.2,0,0
9,22.4,28.9,16.4,9,33,8,8,22,15,77,71,1012.6,1009.5,25.3,26.9,1,0
9,17.4,28.0,0.0,9,43,10,9,19,31,63,35,1015.8,1012.2,22.5,26.8,0,0
9,19.9,28.3,0.0,9,44,9,9,30,35,50,48,1021.0,1016.8,24.8,26.1,0,0
9,19.2,29.7,0.0,2,30,8,9,15,17,63,47,1017.0,1013.3,24.8,27.8,0,0
9,18.1,29.2,0.0,1,33,8,5,15,19,56,53,1013.1,1009.3,26.6,27.6,0,0
9,23.0,27.6,46.2,9,20,10,9,7,13,86,84,1010.0,1006.7,25.9,26.4,1,0
9,18.3,24.7,0.0,10,44,8,10,28,22,90,78,1020.2,1017.7,19.5,21.4,0,0
9,13.0,26.4,0.0,9,26,2,4,13,17,65,55,1020.2,1017.0,21.8,25.1,0,0
9,21.0,28.0,0.0,8,37,10,9,19,26,73,60,1016.2,1013.5,24.4,27.2,0,0
9,17.2,24.6,0.2,8,28,9,4,7,13,81,68,1014.4,1011.2,20.0,23.9,0,0
9,25.7,31.9,2.2,3,31,1,5,2,15,75,76,1011.1,1007.9,29.7,30.7,1,0
9,16.1,31.4,0.0,2,37,10,1,17,28,52,27,1017.5,1014.1,24.2,29.3,0,0
9,13.6,27.5,0.0,9,39,10,2,13,26,49,37,1019.3,1015.8,23.4,26.2,0,0
9,19.0,30.2,0.0,1,37,9,1,17,26,58,51,1017.2,1013.2,26.7,28.6,0,0
9,22.7,27.7,0.0,9,46,8,9,19,33,71,56,1015.7,1013.5,24.2,26.0,0,0
9,18.1,28.8,0.0,4,31,10,3,11,17,62,62,1014.8,1010.5,25.4,26.7,0,0
9,15.8,26.7,0.0,9,43,10,9,24,31,68,47,1017.5,1015.1,21.5,25.3,0,0
9,22.0,28.8,0.6,9,48,10,10,20,19,71,71,1017.0,1015.3,25.4,25.5,0,0
9,18.6,29.3,0.0,8,39,10,1,20,20,58,47,1018.0,1014.7,23.7,27.8,0,0
9,16.1,29.9,0.0,10,31,8,0,15,22,61,36,1017.6,1014.3,24.0,28.7,0,0
9,25.3,31.8,0.6,4,26,9,5,4,15,78,72,1010.2,1007.6,29.5,30.6,0,0
9,24.8,32.2,0.8,4,33,2,4,19,19,65,63,1010.8,1006.9,30.1,31.1,0,0
9,23.5,30.9,0.2,9,39,9,2,13,30,70,57,1016.2,1013.3,27.9,29.4,0,0
9,15.4,25.5,0.0,2,31,9,2,17,19,61,45,1019.5,1015.6,20.7,24.2,0,0
9,20.7,28.2,10.8,2,35,10,2,9,19,77,59,1017.8,1013.7,24.5,25.9,1,0
9,20.4,25.6,0.0,9,44,10,10,26,20,86,77,1017.9,1015.0,22.6,24.3,0,0
9,21.5,30.4,0.0,1,31,8,0,17,24,63,54,1013.9,1010.9,27.1,29.2,0,0
9,24.8,32.5,0.0,3,37,3,3,15,17,67,63,1009.6,1005.6,29.5,31.0,0,0
9,20.5,30.6,0.0,0,31,10,4,15,20,60,54,1010.6,1007.5,27.5,29.6,0,0
9,21.7,27.7,9.0,9,43,8,10,13,20,79,75,1017.9,1014.7,23.7,25.7,1,0
9,20.1,27.9,0.0,8,31,8,0,17,15,74,59,1016.0,1012.1,23.1,27.2,0,0
9,18.5,29.1,0.0,4,39,9,4,11,19,62,62,1015.3,1012.5,26.9,27.7,0,0
9,16.5,27.1,0.0,9,22,13,4,11,15,79,63,1015.4,1012.5,20.9,25.8,0,0
9,18.6,28.7,0.2,9,35,9,2,17,28,72,56,1017.1,1014.4,22.6,27.0,0,0
9,23.5,30.3,10.4,9,41,10,9,15,24,91,61,1016.9,1014.6,24.9,28.5,1,0
9,15.4,27.3,0.0,3,28,2,5,7,15,64,59,1016.3,1011.6,23.5,25.7,0,0
9,16.3,30.0,0.0,1,35,8,0,17,26,47,45,1016.2,1011.7,24.6,27.8,0,0
9,22.8,28.2,0.0,9,31,8,9,13,13,74,69,1016.1,1013.3,26.1,26.7,0,0
9,20.3,30.1,0.0,9,50,10,9,20,31,59,45,1015.9,1013.0,26.4,29.0,0,0
9,22.8,32.3,0.0,10,39,8,9,17,30,60,49,1011.7,1008.4,28.4,31.3,0,0
9,12.8,26.8,0.0,9,39,11,9,9,28,64,36,1016.0,1013.0,19.9,24.9,0,0
9,17.1,27.9,0.0,9,37,8,9,20,30,60,43,1017.3,1013.5,24.0,26.2,0,0
9,16.2,30.1,0.0,9,37,9,9,19,22,60,45,1016.9,1013.1,24.1,29.0,0,0
9,23.3,31.9,0.0,8,35,8,1,17,15,69,54,1015.0,1011.5,28.2,30.9,0,0
9,20.5,30.8,0.0,2,39,10,9,19,28,64,48,1013.9,1010.5,27.2,30.1,0,0
9,18.6,28.2,0.0,9,46,8,9,24,31,62,49,1019.0,1015.8,23.5,26.4,0,0
9,16.8,29.8,0.0,1,33,10,1,13,24,53,54,1015.1,1012.0,26.7,28.5,0,0
9,21.3,30.2,0.0,0,35,8,0,17,26,66,55,1013.7,1010.7,26.5,29.3,0,0
9,21.0,27.2,0.0,10,41,10,10,15,28,71,58,1018.8,1015.7,24.6,25.4,0,0
9,21.0,28.2,0.0,3,30,2,3,6,15,73,76,1012.3,1009.1,25.9,27.3,0,0
9,19.6,25.9,0.0,9,44,10,9,22,35,56,57,1017.7,1014.8,21.6,23.5,0,0
9,21.3,32.1,0.0,4,30,9,4,11,22,61,68,1012.9,1009.5,29.4,30.8,0,0
9,22.4,29.3,0.2,9,41,10,9,19,28,66,52,1016.4,1012.9,26.3,28.4,0,0
9,21.2,30.2,0.0,5,28,5,5,13,17,62,62,1012.1,1008.6,28.4,28.7,0,0
9,19.4,26.5,4.2,8,43,10,8,19,19,83,70,1018.0,1015.5,21.9,24.3,1,0
9,19.7,25.8,0.2,9,59,10,9,24,46,77,57,1022.0,1019.3,21.4,24.8,0,0
9,21.2,28.5,1.4,9,50,10,9,22,37,89,63,1015.6,1013.0,23.5,26.5,1,0
9,16.7,29.7,0.0,2,41,10,0,17,24,63,31,1018.7,1015.4,25.9,28.3,0,0
9,19.0,28.7,0.0,2,39,9,2,17,31,71,57,1017.5,1015.2,23.5,26.6,0,0
9,17.0,29.0,0.0,9,30,8,2,9,19,77,56,1019.0,1016.0,24.4,29.1,0,0
9,24.2,34.7,25.8,7,39,12,3,2,20,71,72,1003.9,1000.6,30.3,31.5,1,0
9,19.5,27.5,0.0,4,31,10,1,15,19,74,55,1014.4,1011.1,24.0,26.0,0,0
9,17.1,28.0,0.4,9,50,8,9,17,28,59,48,1018.5,1016.3,22.6,26.8,0,0
9,13.1,26.2,0.0,1,33,7,1,7,24,61,50,1019.2,1014.7,21.4,24.6,0,0
9,21.6,29.0,0.0,9,46,8,9,17,28,58,55,1016.6,1014.3,25.5,28.0,0,0
9,18.3,30.9,0.0,9,43,8,2,19,28,51,42,1016.9,1013.5,26.4,28.3,0,0
9,20.7,26.9,3.8,9,54,8,10,15,17,93,76,1018.5,1016.0,21.4,23.9,1,0
9,19.8,28.5,0.0,0,30,8,2,15,15,72,59,1015.5,1012.3,24.3,27.2,0,0
9,22.0,30.0,3.2,1,30,10,1,15,20,77,69,1014.7,1011.3,26.8,30.0,1,0
9,20.6,30.5,0.0,4,35,10,5,13,17,62,70,1014.7,1011.7,28.4,28.3,0,0
9,21.6,28.5,0.0,9,48,8,9,17,33,71,50,1015.0,1012.5,24.3,27.4,0,0
9,22.8,30.2,56.4,2,44,9,2,19,28,63,58,1014.0,1010.6,28.1,28.9,1,0
9,20.2,28.4,0.0,9,37,10,2,19,26,72,61,1017.2,1014.4,24.5,27.1,0,0
9,21.3,28.4,0.4,8,30,8,10,13,15,69,70,1013.9,1011.9,25.9,25.9,0,0
9,20.4,29.5,0.0,2,35,10,0,17,26,69,47,1016.5,1014.1,24.7,27.9,0,0
9,24.2,32.2,0.0,9,39,9,9,22,31,63,52,1016.2,1012.1,29.3,31.1,0,0
9,19.3,27.6,0.0,9,37,8,9,17,28,74,56,1017.9,1016.0,22.8,27.2,0,0
9,20.8,29.1,0.2,9,31,8,9,15,19,73,60,1013.7,1011.1,25.3,28.1,0,0
9,24.7,34.6,0.0,9,41,10,2,19,30,62,58,1007.8,1005.1,30.3,32.8,0,0
9,21.8,27.8,0.4,9,43,10,10,24,26,75,77,1018.3,1015.5,25.0,25.2,0,0
9,17.4,26.8,0.0,9,48,10,9,20,31,67,53,1018.3,1015.6,22.3,25.1,0,0
9,18.1,29.1,0.0,9,43,10,0,15,24,60,42,1017.2,1013.6,24.4,27.4,0,0
9,21.0,30.4,0.0,4,33,9,4,11,26,64,63,1015.9,1012.7,27.1,29.2,0,0
9,23.8,31.6,6.0,10,35,8,9,13,28,72,57,1009.7,1006.7,27.7,30.0,1,0
9,15.9,28.8,0.0,4,28,14,2,7,15,72,49,1015.6,1011.8,22.8,27.0,0,0
9,20.5,31.3,0.0,10,35,10,2,17,20,65,47,1013.4,1009.7,26.5,30.5,0,0
9,22.8,29.9,0.0,10,26,8,5,13,13,71,64,1012.3,1009.9,27.0,28.5,0,0
9,12.0,25.7,0.0,9,46,8,2,20,20,48,39,1020.9,1018.1,20.9,25.0,0,0
9,24.0,32.3,0.0,2,50,10,2,24,30,67,60,1010.2,1007.3,28.6,30.4,0,0
9,23.7,33.0,0.0,1,37,10,1,13,26,60,56,1012.1,1008.2,30.0,32.0,0,0
9,24.0,32.8,0.0,1,35,10,0,17,19,68,64,1013.6,1010.4,28.3,29.7,0,0
9,17.2,30.4,0.0,0,35,8,4,15,19,62,59,1016.7,1013.6,24.7,27.6,0,0
9,16.8,28.5,0.0,9,33,8,2,17,20,54,49,1017.3,1013.5,24.1,27.3,0,0
